,genes1,genes2,patients1,patients2
0,4223|695|9452|5788|4067|5175|3683|920|4582|6504,701|890|4751|29127|51514|2305|10615|983|83540|55635,GSM748056|GSM748065|GSM748084|GSM748093|GSM748099|GSM748105|GSM748109|GSM748132|GSM748133|GSM748141|GSM748148|GSM748151|GSM748165|GSM748183|GSM748193|GSM748280|GSM748281|GSM748283|GSM1465994|GSM748053|GSM748054|GSM748055|GSM748057|GSM748058|GSM748064|GSM748068|GSM748071|GSM748075|GSM748077|GSM748078|GSM748079|GSM748080|GSM748083|GSM748085|GSM748086|GSM748087|GSM748089|GSM748090|GSM748091|GSM748094|GSM748100|GSM748101|GSM748102|GSM748103|GSM748104|GSM748108|GSM748111|GSM748116|GSM748121|GSM748122|GSM748123|GSM748124|GSM748125|GSM748126|GSM748127|GSM748128|GSM748130|GSM748131|GSM748134|GSM748135|GSM748137|GSM748138|GSM748139|GSM748142|GSM748143|GSM748146|GSM748147|GSM748150|GSM748152|GSM748157|GSM748161|GSM748162|GSM748164|GSM748166|GSM748167|GSM748169|GSM748170|GSM748171|GSM748173|GSM748175|GSM748178|GSM748180|GSM748181|GSM748185|GSM748186|GSM748187|GSM748188|GSM748189|GSM748242|GSM748243|GSM748264|GSM748276|GSM748278|GSM1465989,GSM748059|GSM748061|GSM748062|GSM748063|GSM748066|GSM748067|GSM748072|GSM748074|GSM748076|GSM748088|GSM748095|GSM748097|GSM748098|GSM748106|GSM748110|GSM748112|GSM748115|GSM748117|GSM748119|GSM748120|GSM748136|GSM748145|GSM748154|GSM748155|GSM748156|GSM748159|GSM748163|GSM748172|GSM748177|GSM748182|GSM748191|GSM748192|GSM748195|GSM748282|GSM748284|GSM748285|GSM748286|GSM748287|GSM748288|GSM748312|GSM1465993|GSM1465998|GSM748081|GSM748092|GSM748113|GSM748140|GSM748179|GSM748239|GSM748240|GSM748271|GSM748277|GSM748279
