index,p_component_0,p_component_1,p_component_2
239,2.3442458333178424e-120,1.0,0.0
240,2.278045709498054e-16,0.0,1.0
241,2.532474605240011e-27,0.0,1.0
242,1.0,0.0,3.2602239201250624e-17
243,1.5872214619275468e-21,0.0,1.0
244,9.052320102255053e-85,1.0,0.0
245,3.883451886084898e-32,0.0,1.0
246,1.2955560380871557e-25,0.0,1.0
247,0.9999999999983986,0.0,1.6010964447846104e-12
248,2.174846029039759e-20,0.0,1.0
249,3.653547972270364e-14,0.0,0.9999999999999645
250,1.0299499868090848e-196,1.0,0.0
251,5.162902879134578e-21,0.0,1.0
252,9.025217411467181e-220,1.0,0.0
253,2.2474165892883966e-108,1.0,0.0
254,2.937999219369763e-216,1.0,0.0
255,1.1854492302420333e-12,0.9999999999988134,0.0
256,2.8119510744286765e-67,1.0,0.0
257,2.8607689117116156e-16,1.0,0.0
258,1.0,2.372293227856039e-18,0.0
259,7.192660341711111e-23,1.0,0.0
260,3.602574491704258e-265,1.0,0.0
261,1.3898036897629486e-64,1.0,0.0
262,3.3348951176150514e-45,1.0,0.0
263,3.1867601925106624e-63,1.0,0.0
264,2.2657042332259238e-89,1.0,0.0
265,0.0,1.0,0.0
266,2.1561872601425875e-22,0.0,1.0
267,2.1793973368774347e-17,0.0,1.0
268,2.9890093887054683e-16,0.0,1.0
269,6.423905566029848e-22,0.0,1.0
270,9.073903204769436e-31,0.0,1.0
271,8.50821207388567e-14,0.0,0.9999999999999147
272,7.860587125368833e-281,1.0,0.0
273,8.183848053126448e-17,0.0,1.0
274,1.4928681321882157e-99,1.0,0.0
275,1.5694282408920143e-69,0.0,1.0
276,2.381758903546006e-25,0.0,1.0
277,4.05874049398994e-207,1.0,0.0
278,3.791157456505617e-17,0.0,1.0
279,1.740689639378068e-20,0.0,1.0
280,2.739459834855434e-164,1.0,0.0
281,8.153041523299307e-24,0.0,1.0
282,5.611253583066148e-147,1.0,0.0
283,7.002170186648978e-17,1.0,0.0
284,1.2536098251440482e-05,0.0,0.9999874639017485
285,1.42151504135233e-23,0.0,1.0
286,0.9998757636279912,0.0,0.0001242363720090524
287,1.3057937786578003e-26,0.0,1.0
288,1.0,0.0,1.0476904947323281e-52
289,1.7653731629046614e-20,0.0,1.0
290,1.0,0.0,7.325180501782749e-265
291,4.153026377351315e-27,0.0,1.0
292,5.734145557178396e-22,0.0,1.0
293,6.6325497922432105e-15,0.0,0.9999999999999929
294,1.9677219466977838e-14,0.0,0.9999999999999787
295,7.248202672084407e-23,0.0,1.0
296,2.1919518184566108e-17,0.0,1.0
297,5.3124911464799606e-48,1.0,0.0
298,7.619895316131281e-28,0.0,1.0
299,5.9068133571108154e-64,0.0,1.0
300,3.8848366630654116e-193,1.0,0.0
301,1.2958992322015783e-18,0.0,1.0
302,2.4279883922480323e-160,1.0,0.0
303,5.183157514388694e-21,0.0,1.0
304,8.093213493287811e-14,0.0,0.9999999999999218
305,6.023895004163155e-25,0.0,1.0
306,1.9458975455079098e-17,0.0,1.0
307,2.899453343902086e-26,0.0,1.0
308,9.722549949696682e-22,0.0,1.0
309,8.477136106936536e-16,0.0,1.0
310,2.0950824888225084e-15,0.0,1.0
311,3.57649546502624e-24,0.0,1.0
312,6.089866159866996e-13,0.0,0.9999999999993889
313,1.4980152296310954e-21,0.0,1.0
314,1.4561117683173808e-213,0.0,1.0
315,4.6287462603839725e-15,0.0,0.9999999999999929
316,4.5939029699795645e-17,0.0,1.0
317,4.944201986990055e-102,1.0,0.0
318,1.0,0.0,6.093814444546743e-42
319,1.0039732633799258e-32,0.0,1.0
320,0.9998784191416851,0.0,0.00012158085831561448
321,7.147472179003636e-263,1.0,0.0
322,3.35816226257143e-23,0.0,1.0
323,1.3130458430816675e-297,1.0,0.0
324,9.453189080245772e-19,0.0,1.0
325,9.418851355079332e-22,0.0,1.0
326,1.4706765762095648e-22,0.0,1.0
327,6.478195565226245e-17,0.0,1.0
328,7.936340540801468e-24,1.0,0.0
329,0.9999992679719935,7.320280066145722e-07,0.0
330,9.231433767741767e-41,1.0,0.0
331,5.494901209127389e-16,0.0,1.0
332,2.417475634329874e-72,0.0,1.0
333,4.438721691600941e-23,0.0,1.0
334,7.643208309324e-17,0.0,1.0
335,1.1605108230500519e-77,1.0,0.0
336,1.0580568285630523e-18,0.0,1.0
337,3.415382775684255e-157,1.0,0.0
338,1.12162328081256e-26,0.0,1.0
339,0.0,1.0,0.0
340,2.713415534028786e-18,0.0,1.0
341,8.139972167025975e-09,0.0,0.9999999918600277
342,9.985792815307813e-14,0.0,0.9999999999999005
343,5.339179275392532e-255,1.0,0.0
344,2.517666811539153e-20,0.0,1.0
345,1.622181398093141e-26,0.0,1.0
346,3.209850996761825e-17,0.0,1.0
347,1.5907140246730897e-24,0.0,1.0
348,2.5360950502442287e-23,0.0,1.0
349,7.166192073171685e-48,0.0,1.0
350,3.7745023832008205e-20,0.0,1.0
351,0.9999999768468337,2.3153166450428513e-08,0.0
352,0.0,1.0,0.0
353,6.9067506388426e-18,1.0,0.0
354,2.8172959359913755e-18,0.0,1.0
355,9.83326078132347e-08,0.0,0.9999999016673917
356,2.8949968312473165e-13,0.0,0.9999999999997122
357,1.3490264856826494e-31,0.0,1.0
358,6.624415738973078e-15,0.0,0.9999999999999929
359,9.043244423184676e-14,0.0,0.9999999999999094
360,4.9853748726313315e-22,0.0,1.0
361,8.053584662452816e-16,0.0,1.0
362,4.967688965100942e-15,0.0,0.9999999999999929
363,6.64557504245539e-40,0.0,1.0
364,1.1972899211442007e-17,0.0,1.0
365,9.25548789965402e-245,1.0,0.0
366,4.541036274533658e-158,1.0,0.0
367,1.4886786176603128e-14,0.0,0.9999999999999858
368,0.0,1.0,0.0
369,0.0,1.0,0.0
370,8.66794940463131e-39,1.0,0.0
371,1.6611622109095673e-27,0.0,1.0
372,0.0,1.0,0.0
373,0.0,1.0,0.0
374,6.372987125179502e-16,0.0,1.0
375,1.1872312078657888e-34,0.0,1.0
376,1.0,0.0,6.342738867610935e-51
377,2.5219025929385738e-14,0.0,0.9999999999999751
378,2.360914896650857e-24,0.0,1.0
379,0.9999999999999996,4.855653942414038e-16,0.0
380,4.2733523683894843e-19,0.0,1.0
381,2.8425123456395655e-15,0.0,1.0
382,1.7687507125408772e-07,0.0,0.9999998231249286
383,4.620332557561622e-20,0.0,1.0
384,2.06553818663969e-17,0.0,1.0
385,1.7815009406797946e-50,1.0,0.0
386,3.251639529320099e-17,0.0,1.0
387,2.6481728545078193e-19,0.0,1.0
388,0.9999999999991793,0.0,8.20372264930742e-13
389,6.7750355199252275e-202,1.0,0.0
390,6.822529610178299e-16,0.0,1.0
391,1.813051223353406e-48,0.0,1.0
392,3.9110644225430476e-29,1.0,0.0
393,2.870615886226e-312,1.0,0.0
394,1.118724187143761e-22,0.0,1.0
395,1.087848402913982e-27,0.0,1.0
396,2.6820214295861448e-14,0.0,0.9999999999999716
397,3.987795616889023e-11,0.0,0.9999999999601208
398,2.4172817395516842e-15,0.0,1.0
399,2.7627327445257523e-15,0.0,1.0
400,2.1700275141452265e-42,1.0,0.0
401,3.835911519860116e-27,0.0,1.0
402,2.1374420252395385e-08,0.0,0.999999978625578
403,5.416165413571181e-14,0.0,0.9999999999999467
404,1.348629387970102e-19,0.0,1.0
405,2.4730061526973096e-14,0.0,0.9999999999999751
406,1.0245002609621055e-42,0.0,1.0
407,0.9999999884661045,0.0,1.1533894754812581e-08
408,4.45622463365402e-73,1.0,0.0
409,2.9980320459577835e-13,0.0,0.9999999999997016
410,1.399276515580014e-93,0.0,1.0
411,1.113609784195937e-19,0.0,1.0
412,8.313528730326172e-21,0.0,1.0
413,1.8354044327826966e-24,0.0,1.0
414,2.1371913125365444e-27,1.0,0.0
415,4.530842944544452e-20,0.0,1.0
416,7.223657212155236e-51,0.0,1.0
417,8.193023293538275e-242,1.0,0.0
418,2.4892089153177355e-40,0.0,1.0
419,5.834159280077105e-24,0.0,1.0
420,3.7060159462312383e-16,0.0,1.0
421,1.0,0.0,4.9304301381933945e-23
422,4.15743336240408e-14,0.0,0.9999999999999574
423,1.0354945284704348e-15,0.0,1.0
424,7.8869424363024e-49,0.0,1.0
425,3.9136011779429985e-17,0.0,1.0
426,7.960835668315075e-12,0.0,0.9999999999920384
427,1.6011070995084433e-18,0.0,1.0
428,7.537872953889025e-16,0.0,1.0
429,2.973390480764892e-15,0.0,1.0
430,0.9680757148818143,0.03192428511818557,0.0
431,3.264116907212648e-17,0.0,1.0
432,2.5991651275244817e-298,1.0,0.0
433,5.256375224318093e-88,1.0,0.0
434,2.815210975290222e-15,0.0,0.9999999999999964
435,1.5566486145628166e-26,1.0,0.0
436,1.790071877008153e-16,0.0,1.0
437,1.5382058367621819e-21,0.0,1.0
438,1.707619262816495e-14,0.0,0.9999999999999858
439,7.92565867738716e-23,0.0,1.0
440,1.0763971612741901e-16,0.0,1.0
441,1.3355172706518114e-44,1.0,0.0
442,9.773030178458688e-17,0.0,1.0
443,3.052685412609676e-87,0.0,1.0
444,3.338951057733701e-117,1.0,0.0
445,7.778869879300267e-28,0.0,1.0
446,3.627329730013779e-45,1.0,0.0
447,8.872974709217698e-19,0.0,1.0
448,5.179238872910144e-11,0.0,0.9999999999482085
449,0.0,1.0,0.0
450,0.0002959829677296133,0.0,0.9997040170322707
451,5.885139384636773e-156,1.0,0.0
452,5.7430710506588364e-24,0.0,1.0
453,7.846540253227029e-20,0.0,1.0
454,4.4197332352694136e-14,0.0,0.9999999999999574
455,1.3033747951412823e-24,0.0,1.0
456,4.8664984025931605e-55,0.0,1.0
457,1.95393171876857e-16,0.0,1.0
458,1.7737249222504816e-22,0.0,1.0
459,2.1986510606487133e-30,0.0,1.0
460,9.034675322668634e-82,1.0,0.0
461,0.0,1.0,0.0
462,1.0613497226116805e-19,0.0,1.0
463,3.121239246675817e-20,0.0,1.0
464,8.14015159394465e-14,0.0,0.9999999999999183
465,1.0,0.0,2.059297067580352e-28
466,3.1595861816455975e-10,0.0,0.999999999684043
467,1.9523359121496476e-20,0.0,1.0
468,2.056317023809328e-55,1.0,0.0
469,1.6419855330057675e-20,0.0,1.0
470,2.800366845080795e-19,0.0,1.0
471,1.3112428139937034e-85,0.0,1.0
472,4.62129654889641e-21,0.0,1.0
473,5.0010365384621085e-130,0.0,1.0
474,3.4768201578635584e-12,0.0,0.9999999999965219
475,7.13977478531614e-14,0.0,0.999999999999929
476,5.937387962788168e-19,0.0,1.0
477,9.180938688375686e-20,0.0,1.0
478,1.8341649772681643e-14,0.0,0.9999999999999822
479,5.067576577348154e-17,1.0,0.0
480,2.4124598166818715e-19,0.0,1.0
481,3.004360629634536e-21,0.0,1.0
482,8.136367329586305e-13,0.0,0.9999999999991864
483,1.9624632972999219e-13,0.0,0.999999999999801
484,1.1826448586540246e-26,0.0,1.0
485,1.0,0.0,1.674408707659982e-36
486,1.969524680850867e-19,0.0,1.0
487,6.632350560543182e-185,1.0,0.0
488,5.448364262435684e-19,0.0,1.0
489,1.3863325814613276e-97,1.0,0.0
490,9.608320321859783e-17,0.0,1.0
491,2.8489215231340065e-132,0.0,1.0
492,3.4155469895577677e-38,1.0,0.0
493,4.658382721056591e-18,0.0,1.0
494,4.023915153870904e-15,0.0,0.9999999999999929
495,8.00815855402444e-20,0.0,1.0
496,2.2617182033432957e-11,0.0,0.9999999999773834
497,3.624220534205585e-12,0.0,0.9999999999963762
498,3.303406703259943e-108,1.0,0.0
499,1.491854071665037e-262,1.0,0.0
500,2.85029919913411e-15,0.0,0.9999999999999964
501,1.7276473462214326e-19,1.0,0.0
502,2.4990932857021906e-21,0.0,1.0
503,0.0,1.0,0.0
504,1.0,0.0,3.0345107850650937e-26
505,1.0,0.0,2.136727947513004e-25
506,5.3290177702171636e-33,0.0,1.0
507,1.4450828995222004e-11,0.0,0.9999999999855476
508,1.3663784610978172e-45,0.0,1.0
509,3.057416248679118e-17,1.0,0.0
510,9.994702501577153e-14,0.0,0.9999999999999005
511,2.9950339496951665e-23,0.0,1.0
512,1.1637154026319288e-18,1.0,0.0
513,8.99113200706269e-15,0.0,0.9999999999999893
514,3.387551632917742e-23,1.0,0.0
515,2.004103771260999e-23,0.0,1.0
516,7.351675059734331e-80,1.0,0.0
517,1.5860996856704425e-187,1.0,0.0
518,3.7133230398150646e-16,0.0,1.0
519,4.717201000790742e-26,0.0,1.0
520,1.294920824493757e-17,0.0,1.0
521,0.0,1.0,0.0
522,7.209019103567528e-16,0.0,1.0
523,8.238065944623401e-22,0.0,1.0
524,1.8522025041947523e-25,0.0,1.0
525,1.468938237585105e-37,0.0,1.0
526,2.9321361338001493e-22,0.0,1.0
527,2.485130907811622e-24,0.0,1.0
528,5.809086448316579e-75,0.0,1.0
529,1.6147063043824304e-14,0.0,0.9999999999999858
530,6.250124830735088e-23,0.0,1.0
531,2.90748215420007e-13,0.0,0.9999999999997087
532,2.644271401295697e-18,0.0,1.0
533,4.444379665469773e-251,1.0,0.0
534,1.9852537442911016e-14,0.0,0.9999999999999787
535,5.352488377500324e-200,1.0,0.0
536,7.872113359331787e-25,1.0,0.0
537,7.402401412206435e-45,0.0,1.0
538,3.4425528984930264e-24,0.0,1.0
539,1.0,0.0,9.002484962385404e-28
540,2.5348991924670567e-14,0.0,0.9999999999999751
541,0.9985391863536253,0.0,0.0014608136463748755
542,1.902713620217206e-29,0.0,1.0
543,5.656619844834701e-23,0.0,1.0
544,1.8707133528255187e-20,0.0,1.0
545,1.5170486887471973e-18,0.0,1.0
546,1.5203493304685793e-18,0.0,1.0
547,2.0251032678905108e-13,0.0,0.9999999999997975
548,2.98051329647371e-17,0.0,1.0
549,2.4533586502905235e-29,0.0,1.0
550,4.189530015499004e-46,0.0,1.0
551,3.1370763822934444e-20,0.0,1.0
552,6.294902049031627e-31,0.0,1.0
553,3.8252177057358727e-45,0.0,1.0
554,1.1198743957526889e-27,0.0,1.0
555,4.4193554250745026e-33,0.0,1.0
556,7.929982309385698e-75,0.0,1.0
557,8.816686933168146e-128,0.0,1.0
558,4.285670376436529e-12,0.0,0.9999999999957154
559,9.467436226512753e-28,0.0,1.0
560,1.5104046483610822e-29,0.0,1.0
561,4.4928242220660285e-152,0.0,1.0
562,1.0,6.244548675337277e-19,0.0
563,1.9048903050939785e-239,1.0,0.0
564,0.0,1.0,0.0
565,2.6892214136332504e-193,1.0,0.0
566,7.110592865567873e-35,1.0,0.0
567,6.524639150520262e-79,1.0,0.0
568,4.844579214198259e-38,0.0,1.0
