0,1,2
1.765373162651642e-20,0.0,1.0
1.0,0.0,7.325180502509764e-265
4.153026376626986e-27,0.0,1.0
5.734145556224345e-22,0.0,1.0
6.632549791374328e-15,0.0,0.9999999999999929
1.96772194645791e-14,0.0,0.9999999999999787
7.248202670963424e-23,0.0,1.0
2.1919518181882576e-17,0.0,1.0
5.3124911459211466e-48,1.0,0.0
7.61989531492899e-28,0.0,1.0
5.9068133553510794e-64,0.0,1.0
3.8848366612987925e-193,1.0,0.0
1.2958992320216739e-18,0.0,1.0
2.4279883904383775e-160,1.0,0.0
5.183157513497038e-21,0.0,1.0
8.093213492205495e-14,0.0,0.9999999999999183
6.0238950030359115e-25,0.0,1.0
1.9458975452400364e-17,0.0,1.0
2.8994533433264704e-26,0.0,1.0
9.722549948131886e-22,0.0,1.0
8.477136105773002e-16,0.0,1.0
2.095082488565881e-15,0.0,0.9999999999999964
3.576495464390495e-24,0.0,1.0
6.089866159107718e-13,0.0,0.9999999999993925
1.4980152294296037e-21,0.0,1.0
1.4561117665486607e-213,0.0,1.0
4.628746259817719e-15,0.0,0.9999999999999964
4.5939029694099354e-17,0.0,1.0
4.944201986389742e-102,1.0,0.0
1.0,0.0,6.093814445520542e-42
1.0039732632310748e-32,0.0,1.0
0.9998784191416704,0.0,0.00012158085832981499
7.147472172019567e-263,1.0,0.0
3.3581622620158466e-23,0.0,1.0
1.3130458419850858e-297,1.0,0.0
9.453189078678922e-19,0.0,1.0
9.418851353601362e-22,0.0,1.0
1.4706765759585817e-22,0.0,1.0
6.478195564334867e-17,0.0,1.0
7.936340538957875e-24,1.0,0.0
0.9999992679719935,7.320280067087533e-07,0.0
9.231433766878822e-41,1.0,0.0
5.494901208397274e-16,0.0,1.0
2.417475633179139e-72,0.0,1.0
4.438721691009805e-23,0.0,1.0
7.643208308283726e-17,0.0,1.0
1.1605108224254065e-77,1.0,0.0
1.0580568284274285e-18,0.0,1.0
3.41538277579744e-157,1.0,0.0
1.1216232806494699e-26,0.0,1.0
0.0,1.0,0.0
2.7134155336767335e-18,0.0,1.0
8.139972165952647e-09,0.0,0.9999999918600277
9.985792813999327e-14,0.0,0.9999999999999005
5.339179268670676e-255,1.0,0.0
2.517666811173679e-20,0.0,1.0
1.6221813977763987e-26,0.0,1.0
3.209850996347461e-17,0.0,1.0
1.5907140243636217e-24,0.0,1.0
2.5360950498049003e-23,0.0,1.0
7.166192070520339e-48,0.0,1.0
3.774502382746472e-20,0.0,1.0
0.9999999768468335,2.3153166453611348e-08,0.0
0.0,1.0,0.0
6.906750637891028e-18,1.0,0.0
2.8172959355202295e-18,0.0,1.0
9.833260780071829e-08,0.0,0.9999999016673917
2.8949968308361804e-13,0.0,0.9999999999997122
1.349026485365564e-31,0.0,1.0
6.624415738147341e-15,0.0,0.9999999999999938
9.043244422034943e-14,0.0,0.9999999999999094
4.985374871969095e-22,0.0,1.0
8.053584661461293e-16,0.0,1.0
4.967688964388956e-15,0.0,0.9999999999999964
6.645575040866165e-40,0.0,1.0
1.197289920996804e-17,0.0,1.0
9.255487895632407e-245,1.0,0.0
4.5410362723217586e-158,1.0,0.0
1.4886786174707022e-14,0.0,0.9999999999999858
0.0,1.0,0.0
0.0,1.0,0.0
8.667949404004944e-39,1.0,0.0
1.661162210667329e-27,0.0,1.0
0.0,1.0,0.0
0.0,1.0,0.0
6.372987124218511e-16,0.0,1.0
1.1872312077190737e-34,0.0,1.0
