index,p_component_0,p_component_1,p_component_2
60,1.1165087122677725e-27,0.0,1.0
61,3.974422532686493e-96,1.0,0.0
62,3.775477161632694e-297,1.0,0.0
63,3.056160375028239e-16,0.0,1.0
64,3.3092614030272262e-31,0.0,1.0
65,4.6686789542839136e-79,0.0,1.0
66,1.7261684583087015e-26,1.0,3.955797989650058e-281
67,2.1127374603737122e-32,0.0,1.0
68,6.25710144976851e-32,0.0,1.0
69,5.203232707200112e-13,0.0,0.9999999999994795
70,1.3036161826973877e-54,0.0,1.0
71,0.99999999998865,1.1350025429550195e-11,0.0
72,3.361428580344684e-55,0.0,1.0
73,8.265099968462273e-25,0.0,1.0
74,4.692376025063304e-52,0.0,1.0
75,1.0437422434479654e-16,0.0,1.0
76,9.427170309941375e-43,0.0,1.0
77,1.2160427706405364e-20,1.0,9.310459804812684e-298
78,1.506812520064595e-17,0.0,1.0
79,4.4091967936e-314,1.0,0.0
80,8.877435710336576e-68,1.0,0.0
81,5.943010565976737e-21,0.0,1.0
82,7.41670084518242e-10,0.0,0.9999999992583284
83,0.0,1.0,0.0
84,5.426313062931995e-27,0.0,1.0
85,3.4663170545614643e-69,0.0,1.0
86,1.6815244488429886e-21,0.0,1.0
87,1.4004215306381621e-28,0.0,1.0
88,4.6888276726285483e-14,0.0,0.9999999999999538
89,1.3047577685647195e-108,0.0,1.0
90,1.1391688609745905e-26,0.0,1.0
91,1.6390895541427218e-09,0.9999999983609111,1.538633946431579e-256
92,3.370395100777243e-39,1.0,3.149347751041279e-258
93,0.0,1.0,0.0
94,8.168505206528394e-41,0.0,1.0
95,1.0668511895457559e-21,0.0,1.0
96,0.0,1.0,0.0
97,5.6099403447925345e-24,0.0,1.0
98,2.1634767733485966e-35,0.0,1.0
99,7.359539443801947e-214,1.0,2.990641898913385e-278
100,1.1693505390132663e-25,0.0,1.0
101,1.2204267058597691e-07,0.9999998779573293,1.2994169841157445e-269
102,4.301172879467454e-28,0.0,1.0
103,1.623168363239521e-146,1.0,2.339821766461421e-285
104,1.2410095015428086e-50,0.0,1.0
105,7.60832279278817e-53,1.0,6.090605058473324e-270
106,9.370874329812727e-61,0.0,1.0
107,9.257816463098579e-47,0.0,1.0
108,7.946838747155625e-38,1.0,0.0
109,2.7762392143190844e-29,0.0,1.0
110,4.240656461293114e-23,0.0,1.0
111,0.9994568962563531,0.0,0.0005431037436467275
112,1.0,5.400556773580485e-32,0.0
113,3.5976287598754763e-25,0.0,1.0
114,8.906736914795151e-69,1.0,2.2268415260882233e-266
115,1.017842644907095e-17,0.0,1.0
116,1.3958257993935764e-184,1.0,8.236666765827768e-269
117,4.6716684765902815e-26,0.0,1.0
118,0.9992966510376735,0.0007033489623269313,2.5314783802528992e-262
119,3.252994855780091e-64,0.0,1.0
120,3.3180541465228536e-65,0.0,1.0
121,1.747992121774217e-216,1.0,9.528500152891845e-270
122,6.155381027569759e-42,0.0,1.0
123,2.5196083612726924e-40,0.0,1.0
124,3.8737659172388814e-12,0.0,0.9999999999961267
125,7.463550390589144e-17,0.0,1.0
126,0.9964122597153713,0.003587740284628659,6.817177617319988e-253
127,9.029456866531677e-17,0.0,1.0
128,5.150359017884344e-28,0.0,1.0
129,0.9999999999999787,0.0,2.1037488390304365e-14
130,2.6515523986217843e-112,1.0,0.0
131,1.4972818094274016e-17,0.0,1.0
132,1.62215973654871e-36,0.0,1.0
133,0.9830261540969941,0.016973845903006036,6.67101354893088e-270
134,1.0,0.0,0.0
135,1.0,0.0,4.801144939671906e-19
136,0.0,1.0,2.019e-320
137,3.4915926950168593e-25,0.0,1.0
138,4.161575294602557e-44,0.0,1.0
139,2.0257782732016443e-09,0.0,0.9999999979742213
140,8.064234477531043e-12,0.0,0.9999999999919353
141,4.152276353242838e-33,0.0,1.0
142,2.5683202840377698e-30,0.0,1.0
143,1.281392015851438e-27,0.0,1.0
144,1.5506475633241684e-53,1.0,1.2131247896417224e-256
145,3.8580238271904116e-14,0.0,0.9999999999999609
146,2.0959608897363318e-16,0.0,1.0
147,4.412432066340132e-15,0.0,0.9999999999999964
148,1.2774033400394006e-46,1.0,1.3829990197758218e-230
149,1.573855028799105e-64,0.0,1.0
150,7.601529667183854e-129,1.0,6.5079313738133235e-242
151,1.4211638301187604e-23,0.0,1.0
152,5.090770248992066e-90,0.0,1.0
153,3.0230120074002555e-24,0.0,1.0
154,3.4840782674099104e-44,1.0,9.896241312969573e-260
155,1.0,0.0,6.852937009724128e-18
156,4.707007973484506e-60,1.0,1.2494428161688254e-303
157,1.9487275524998412e-227,1.0,0.0
158,1.2700972934843298e-97,0.0,1.0
159,9.221213506833346e-29,0.0,1.0
160,1.00677425472579e-13,0.9999999999998987,3.838488598516593e-282
161,9.487780359317545e-32,0.0,1.0
162,2.2358581325306663e-156,1.0,8.7473104675805e-228
163,3.8901943941028455e-93,1.0,3.950661645714135e-290
164,3.730883634654326e-26,1.0,2.9737278085968415e-157
165,6.731234973997436e-74,0.0,1.0
166,3.367832634930683e-18,0.0,1.0
167,4.081726292787425e-36,0.0,1.0
168,1.4834399482884132e-188,1.993747792477989e-10,0.9999999998006217
169,3.44911595984795e-24,0.0,1.0
170,2.8366309311196255e-43,0.0,1.0
171,7.592607800069843e-99,1.0,0.0
172,1.0,0.0,6.849517386680455e-52
173,0.9999999999999983,1.653924958660565e-15,3.3658432394552375e-297
174,5.297187309356902e-26,0.0,1.0
175,0.9999999999999964,0.0,3.6257846118226295e-15
176,4.442198205685987e-25,0.0,1.0
177,0.0,1.0,0.0
178,4.854480891738749e-18,0.0,1.0
179,0.0,1.0,0.0
180,3.258156490613994e-27,0.0,1.0
181,3.3941341928010887e-18,0.0,1.0
182,2.4828765620594175e-196,1.0,0.0
183,5.05575912712552e-109,1.0,0.0
184,2.5862816739642625e-23,0.0,1.0
185,8.191196454226668e-39,0.0,1.0
186,2.0020833e-316,1.0,9.087835521706904e-242
187,9.191682868953563e-14,0.0,0.9999999999999076
188,1.7840763535558237e-135,1.0,1.3385386411362487e-273
189,0.0,1.0,0.0
190,4.121276590315567e-41,0.0,1.0
191,0.0,1.0,0.0
192,4.593960989324047e-214,1.0,0.0
193,3.836609989336934e-42,0.0,1.0
194,1.4122203334237073e-54,0.0,1.0
195,4.116718457114884e-308,1.0,0.0
196,5.729437886677932e-149,1.0,6.941777842679708e-299
197,0.0,1.0,0.0
198,1.0,0.0,2.1041512278463467e-52
199,2.961963012807226e-32,0.0,1.0
200,1.1853039491309902e-33,0.0,1.0
201,2.3815549646858374e-43,0.0,1.0
202,1.9948191208662865e-31,1.0,2.302440975720827e-283
203,4.0726873549202667e-19,0.0,1.0
204,3.869277843271341e-113,1.0,1.292675116730411e-280
205,0.0,1.0,0.0
206,2.7159941179086543e-73,1.0,0.0
207,3.635043932781895e-27,1.0,9.434573770737327e-247
208,2.1523597196466175e-62,0.0,1.0
209,4.306112134548576e-16,0.0,1.0
210,1.0,0.0,9.81830996023768e-38
211,8.359849056904077e-09,0.0,0.9999999916401521
212,1.395405181206961e-13,0.0,0.9999999999998614
213,1.8978008055866153e-17,0.0,1.0
214,9.565767217360658e-27,0.0,1.0
215,3.197887444405153e-15,0.0,0.9999999999999964
216,3.0632265825261827e-81,1.0,6.672308016025767e-237
217,1.4906648131263416e-266,1.0,0.0
218,1.0,0.0,4.107331403322764e-136
219,2.643004421361453e-48,0.0,1.0
220,1.9714728503768043e-141,1.0,0.0
221,2.4891382058747414e-39,0.0,1.0
222,4.804462168438015e-16,0.0,1.0
223,3.034598810794206e-172,0.0,1.0
224,1.0,0.0,9.848514309454649e-23
225,1.349757318404524e-52,0.0,1.0
226,3.306662249750946e-178,1.0,0.0
227,1.6871127873699867e-58,0.0,1.0
228,9.948445137179148e-13,0.0,0.9999999999990052
229,0.0,1.0,0.0
230,6.639257047853577e-113,1.0,0.0
231,2.9100620548028024e-13,0.0,0.9999999999997087
232,4.862644796593171e-79,1.0,8.932329202468573e-196
233,1.574029262695994e-21,0.0,1.0
234,0.0,1.0,0.0
235,2.355439527580874e-38,0.0,1.0
236,2.0392965719406821e-13,0.0,0.9999999999997975
237,8.781638319861194e-50,0.0,1.0
238,5.452843689424598e-41,0.0,1.0
239,1.0,0.0,6.983418797031487e-75
240,3.625300915476125e-17,0.0,1.0
241,3.7374869493577744e-101,1.0,2.7402799397355876e-256
242,8.111604707414057e-42,0.0,1.0
243,4.377111825928415e-19,0.0,1.0
244,5.5324946101891764e-154,1.0,7.850780915800682e-232
245,5.1309194637729295e-20,0.0,1.0
246,3.090874084070132e-38,0.0,1.0
247,1.948573650793392e-30,0.0,1.0
248,1.0,0.0,6.366645970687721e-30
249,4.23314143900148e-16,0.0,1.0
250,7.808109213406757e-46,0.0,1.0
251,0.9999999999349137,6.508631148988509e-11,0.0
252,1.2280315165728176e-40,0.0,1.0
253,1.3327095426784786e-28,0.0,1.0
254,5.998799264648547e-30,1.0,1.4086261742740221e-249
255,1.3104519476283816e-28,0.0,1.0
256,4.857424233149552e-07,0.9999995142575767,2.5151989152454936e-278
257,4.71559092937678e-28,1.0,1.27453419703056e-310
258,4.354930583975001e-92,1.0,0.0
259,1.0,0.0,7.094686273096179e-19
260,1.195755660552364e-143,1.0,0.0
261,4.573180406561281e-40,0.0,1.0
262,8.214632411349927e-65,0.0,1.0
263,0.0,1.0,0.0
264,2.5401235373265866e-89,1.0,4.5523150527105005e-264
265,0.9998493616987835,0.00015063830121662546,0.0
266,3.888064255845843e-19,0.0,1.0
267,2.533814341489982e-11,0.0,0.999999999974662
268,1.5609861675598935e-19,0.0,1.0
269,1.3346867995408842e-18,0.0,1.0
270,7.32775589413114e-13,0.0,0.9999999999992664
271,5.306970993035782e-16,0.0,1.0
272,3.0199868614105132e-21,0.0,1.0
273,1.2960651698849863e-219,1.0,3.106066919849192e-293
274,1.8577751956124475e-33,0.0,1.0
275,1.3658016480843296e-19,0.0,1.0
276,6.90994379921872e-25,0.0,1.0
277,1.0,1.0466970808993718e-17,0.0
278,7.418588792536167e-40,0.0,1.0
279,2.268570116426111e-52,0.0,1.0
280,0.992186936720286,0.007813063279714068,2.310056720702469e-264
281,0.9989532496491759,0.0010467503508241906,5.888668009176454e-255
282,1.833323722851174e-24,0.0,1.0
283,3.494817872298912e-12,0.999999999996505,7.523398522280493e-265
284,3.857708963834553e-18,0.0,1.0
285,1.386320537623867e-33,1.0,0.0
286,4.792387299114095e-173,1.0,0.0
287,2.4092739157219016e-19,0.0,1.0
288,5.344569835456054e-07,0.0,0.9999994655430171
289,1.1676333345454326e-235,1.0,0.0
290,7.05018765435957e-36,0.0,1.0
291,2.965010786762751e-181,1.0,5.136355312688193e-277
292,7.994412190209116e-300,1.0,0.0
293,2.02975573391047e-11,0.0,0.9999999999797033
294,0.9999999065172326,9.34827672319429e-08,2.032330898089725e-303
295,6.912069915714054e-21,1.0,2.85406980590239e-255
296,6.171118137201932e-19,0.0,1.0
297,2.2086803802827153e-26,0.0,1.0
298,1.0,1.0929334540807145e-124,1.3705897918150284e-262
299,2.457151479851898e-24,0.0,1.0
300,9.589555545300092e-18,1.0,0.0
301,4.124509313817594e-37,0.0,1.0
302,3.3157503310940695e-60,0.0,1.0
303,1.0793768320320434e-25,1.0,4.355732322224929e-217
304,1.5019082672547524e-22,0.0,1.0
305,5.480315643794686e-53,0.0,1.0
306,1.0750291716371477e-16,1.0,2.7966872871407786e-239
307,2.7828594864381455e-37,1.0,0.0
308,0.0,1.0,0.0
309,3.798673838826224e-12,0.0,0.9999999999962021
310,1.140319943430302e-48,0.0,1.0
311,2.2758371765931287e-18,0.0,1.0
312,1.0415740008137093e-93,1.0,0.0
313,1.020693819852325e-91,1.0,4.3503104755193746e-193
314,3.0765213811130924e-12,0.0,0.9999999999969233
315,1.307201984697858e-97,1.0,0.0
316,6.136523629349967e-149,1.0,0.0
317,6.295933072752595e-25,0.0,1.0
318,1.0,0.0,1.1250785233500446e-85
319,4.588414327285788e-72,0.0,1.0
320,2.6705687804525055e-272,1.0,0.0
321,1.1067936612490231e-61,0.0,1.0
322,1.1852529880136892e-58,1.0,0.0
323,1.6353664705940405e-63,1.0,2.21770067100085e-193
324,0.9999987094167906,1.2905832094178472e-06,1.5255861190872336e-240
325,4.3463903255986555e-20,1.0,1.0836136763075164e-229
326,0.9999999999991602,0.0,8.398457975670141e-13
327,3.3554015420172336e-24,0.0,1.0
328,3.018739186812276e-25,1.0,2.405882723420902e-281
329,4.407973142609652e-49,0.0,1.0
330,7.143585048666167e-19,0.0,1.0
331,1.043859005109089e-06,0.9999989561409949,3.26313185e-316
332,3.0762452545575775e-216,1.0,0.0
333,0.9999993133916444,6.866083553809336e-07,2.2749865227470167e-280
334,4.122156879751895e-56,1.0,9.010782360815787e-232
335,9.912555652457285e-60,1.0,2.89538186883372e-260
336,1.0,3.3298620844891575e-31,2.177486980978844e-291
337,1.8502238654419643e-14,0.0,0.9999999999999822
338,2.7520847934452228e-45,0.0,1.0
339,1.4395273862596135e-10,0.0,0.9999999998560476
340,1.121408560787914e-12,0.0,0.9999999999988773
341,8.063040671133195e-25,0.0,1.0
342,9.344014939505321e-20,0.0,1.0
343,1.2179515991847546e-33,0.0,1.0
344,1.2084753737525255e-207,1.0,0.0
345,0.0,1.0,0.0
346,8.689822786719546e-49,1.0,1.8109374350134588e-201
347,0.0,1.0,0.0
348,5.783327323613195e-44,0.0,1.0
349,1.9188088427372208e-69,0.0,1.0
350,8.209371669397234e-18,0.0,1.0
351,1.2428659141942397e-23,0.0,1.0
352,0.0,1.0,0.0
353,8.493530230849336e-30,0.0,1.0
354,5.067918047451265e-62,1.0,3.0074138649224116e-226
355,2.5200268152287694e-20,0.0,1.0
356,1.0031191381594467e-22,0.0,1.0
357,4.866491692880906e-10,0.0,0.9999999995133511
358,1.94543057937344e-19,0.0,1.0
359,8.907056325635857e-37,0.0,1.0
360,1.575053732940593e-78,1.0,2.1145892553441732e-255
361,8.5402263341542e-215,1.0,2.479624006052863e-218
362,1.2941138643547171e-27,1.0,3.057321668568623e-300
363,1.5499067004000442e-15,0.0,0.9999999999999982
364,5.735744447803632e-37,0.0,1.0
365,1.0,9.036604815946691e-39,0.0
366,1.6248466272958693e-28,0.0,1.0
367,4.382259316478282e-31,0.0,1.0
368,0.9999986261722611,1.3738277388302485e-06,0.0
369,0.9999919052136165,8.094786383562296e-06,2.611360408488196e-306
370,9.552439350340966e-122,1.0,9.038441906163571e-233
371,0.0,1.0,0.0
372,9.050535986067533e-29,0.0,1.0
373,7.851251791063404e-21,0.0,1.0
374,2.0709127176704944e-56,1.0,1.5630024261105555e-262
375,3.425508701169259e-51,1.0,0.0
376,3.1278864929500343e-60,0.0,1.0
377,2.1049234197866206e-16,0.0,1.0
378,3.304932522668945e-22,0.0,1.0
379,9.44349455177295e-305,1.0,2.1917569197154844e-237
380,8.499232018626772e-33,1.0,9.594067294106871e-219
381,0.0,1.0,0.0
382,6.453138900911774e-27,0.0,1.0
383,1.3988929474846285e-60,0.0,1.0
384,4.4135306392827414e-11,0.9999999999558646,3.800062923178274e-214
385,2.8521351804802943e-53,0.0,1.0
386,7.308891214475242e-32,0.0,1.0
387,1.744805764212267e-14,0.0,0.9999999999999822
388,2.0678004174624002e-93,0.0,1.0
389,1.6766144807047977e-272,1.0,0.0
390,9.128101988166968e-33,0.0,1.0
391,7.160529538812408e-24,0.0,1.0
392,1.0,0.0,3.153396359307912e-39
393,1.119496360274269e-15,0.0,0.9999999999999982
394,1.1582749776289846e-27,0.0,1.0
395,2.926596478107935e-15,0.0,0.9999999999999964
396,1.039688584776173e-21,0.0,1.0
397,3.5786147363003414e-28,0.0,1.0
398,1.954762026220691e-15,0.0,0.9999999999999982
399,3.759606524590507e-217,1.0,0.0
400,9.291219914974491e-26,0.0,1.0
401,5.103102532615212e-40,0.0,1.0
402,2.7852106532891178e-30,0.0,1.0
403,4.467783685374866e-35,0.0,1.0
404,4.6719784675394635e-46,0.0,1.0
405,5.00318015687706e-29,0.0,1.0
406,9.725912987476053e-17,1.0,2.4668717569114154e-191
407,3.6566267273464047e-60,0.0,1.0
408,7.678945356032918e-69,0.0,1.0
409,3.7251304313602616e-187,1.0,7.846052120163062e-289
410,1.0273063220065606e-64,0.0,1.0
411,3.480514569079416e-24,0.0,1.0
412,2.7920392289407067e-33,1.0,1.515095411481418e-248
413,0.0,1.0,0.0
414,1.7692874771615623e-165,1.0,0.0
415,2.706449303572126e-15,0.0,0.9999999999999964
416,1.9267266057405918e-69,1.0,5.4508567258652374e-247
417,0.9999368797318999,6.312026810016645e-05,1.4756410559336925e-265
418,9.295921877979425e-16,0.0,0.9999999999999982
419,6.486550088757345e-95,1.0,9.13649907517e-311
420,7.348284634393443e-31,0.0,1.0
421,1.0,0.0,1.5531697686733691e-226
422,2.108141300106086e-09,0.0,0.9999999978918588
423,5.787659000867752e-61,0.0,1.0
424,2.5023705520418793e-20,1.0,2.434786493715155e-296
425,1.545264609314028e-13,0.0,0.9999999999998472
