SNR,n_genes,n_samples,genes,samples,direction,genes_up,genes_down,gene_indexes,sample_indexes
5.726147964507742,5,10,"{'g_5668', 'g_5771', 'g_7202', 'g_9863', 'g_1032'}","{'s_26', 's_24', 's_55', 's_185', 's_197', 's_46', 's_194', 's_144', 's_75', 's_131'}",UP,"{'g_5668', 'g_5771', 'g_7202', 'g_9863', 'g_1032'}",set(),"{7202, 5668, 9863, 1032, 5771}","{194, 131, 197, 75, 46, 144, 55, 24, 185, 26}"
