Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
-0.044505845494312954,0.03694902602724604,0.028582397136210965,-0.005815881795467823,-1.4737486275599643e-05,0.000195618663657678,5.8253559767772146e-05,0.04653654968120935,-3.390216753169629e-05,-0.00014282751695532644
0.03622084256852871,-0.00015794111657618185,-7.609075190466028e-05,0.04654842743109736,0.114858867926685,0.054565705208546096,-3.915312226995186e-05,1.6858548105729678e-06,-0.0032007793283414243,0.00019859463099107893
-0.0012597828084319623,-0.04645505812178994,-8.869140487532091e-05,-0.16680895942036553,0.061813538782111654,-0.09989601105275181,-0.10659893298623081,0.0004462116747964214,0.04541347676589419,-0.05290193363459537
-0.0001636275080842827,0.12985841555712152,0.027660815654924842,0.0009124905935495467,-4.145493458024536e-05,0.0005955050519319674,0.0001698043730916821,0.20048468296067412,-1.1141237209887247e-05,2.4451332840439024e-05
0.013073878835776634,0.04870751467701929,-0.0019978993639078223,-4.0341807018660874e-05,3.10060184792186e-05,0.002741880117518308,0.00011738289386925293,-0.0002234042612379095,-0.0007412691763913893,-0.00014126370766935777
0.004303725047989738,0.22184436282686135,0.08812473348291266,9.939893014730606e-06,1.4738817596848678e-05,-1.5915832984553792e-06,-2.8375386366084224e-06,0.058553817445377285,-6.043094230769406e-06,-5.09394180725819e-06
0.031504009098760936,0.5409912499332522,0.22367603123544738,-1.1198080710959036e-05,-9.461554793169977e-06,-6.9384945666504016e-06,9.774539142879374e-06,0.08445062343014101,9.702358565601838e-06,-4.3213383772762554e-07
0.015900332732089517,0.3491403008133877,0.1433459599823537,-3.7088196278454354e-05,7.668805867805523e-06,-2.703903630879711e-07,2.1654182458552585e-06,0.21618947129875246,3.534230629070953e-05,7.126730550138232e-06
-0.048126416652409486,-0.09236685153894167,0.24854534729156713,0.05540550720652116,-0.012584323635877403,-3.061089413266999e-06,-0.004669337284606455,-4.541486314263752e-05,0.003501544624645488,-0.0013093425965322017
0.1050784488221355,0.40478884889663563,0.10013935777400979,-6.029770476549512e-05,0.06391458849200812,-3.680809604196144e-05,0.00045032163034991365,-0.08543300667531474,-3.482937354148509e-07,-1.808477630978103e-05
-0.16927742992935302,-0.0056873840318090955,-1.7666624705531286e-05,-0.12146785420518771,4.005134129076008e-06,-1.5921096283688987e-06,0.04711241789653954,0.00031388841056601864,-7.387251114814612e-05,2.5130131109526022e-05
-0.0511793724091167,0.03945451479563983,0.0138693849171233,0.008081363018610717,0.027418383608455908,3.411477924177914e-05,-6.395710306309573e-05,-9.549436098165268e-06,-1.5239709800587036e-05,-9.201841835006726e-05
0.33050082994988733,0.17923505519475108,-0.037262379089475176,-6.633814623284313e-06,0.052300086925067324,2.8512429044029866e-06,-0.00024829527740227156,0.04126684616357498,0.0003175077780805982,-1.0917837490895127e-07
0.04294576622701093,0.05295127503040588,0.000125079790602216,-5.806267984036887e-05,-1.5940168507187028e-05,4.457223342701631e-06,4.2946091978622e-05,2.6436030649631076e-05,-4.0844837059900497e-05,-4.566633899060595e-05
-0.02807918639905876,-0.0004021524426122827,-0.01675854329123787,0.001738602116788394,9.641572936113281e-05,-4.2492010244540844e-06,6.264996683907827e-05,4.685898069857759e-05,-0.00010552628864416345,-2.006585445020442e-05
-5.6360405421292216e-05,0.19714356996842186,0.03808201899156861,-3.098114161993499e-05,6.448034520664885e-05,-0.0483532780375436,0.041767717163759266,0.10647287163628935,6.235476340493067e-06,0.05173450380602921
-0.15261763725043892,0.03797258272580249,-0.12418242025512244,0.00012442643325867226,-1.9058332930060558e-05,-1.6915945074027052e-05,-0.24523712663756977,4.3732120615803465e-05,0.0002340329142768935,-0.0015446754878584818
0.05373365017165074,0.2654417159665429,0.10775664897329988,6.291737122774464e-05,-3.6419720931792174e-05,-2.327654210615382e-05,-5.4496117817619414e-06,0.20517255060271658,-0.000370711227493413,-1.1363614082156357e-05
0.1902598540361269,-0.08524158337444754,0.0486223751976745,0.05547181461213818,0.00046135247005628876,0.000155277864414837,-1.81539185241048e-05,1.6256277693396596e-05,4.951462475591207e-05,7.792898769406048e-06
0.04818311177521578,-0.008169836082522253,-0.006703712588849992,-0.0004452167793310096,1.5019410055876197e-06,0.005323700227323389,0.018993579643822523,6.756019271231568e-05,-0.0005098639586265533,-0.03618120666641886
-0.0170299420431446,-0.11722605852632723,0.27484262279753674,0.0321507774972609,-0.011381626608335593,-6.701917337164751e-06,-2.436513092219565e-05,-5.105205366737215e-06,-0.26167187128898767,0.35483233387988466
6.035060256436826e-05,0.04435116216316583,0.002464656143234425,0.0008618380898284698,-2.0710728378901135e-05,2.6011824302977583e-05,-6.849293022028105e-06,0.04163755084379114,6.868785871863656e-05,-1.0965275534578983e-05
-0.0457690074495501,-0.0002699230768957668,0.033256238192385254,0.044545642023873684,0.044959766979170396,-6.543901549582822e-06,2.446156776026794e-05,-9.468000216815558e-05,8.216062088025201e-05,-2.17297289177767e-05
-0.02087185866624525,0.19567840205537657,0.04060882567369269,0.058860326026807956,0.07199184461583638,0.0003696562046152145,-0.0001531173702758802,0.17961038337428026,0.0004402123368955601,-9.360265837400001e-05
-0.053460699689069836,-0.00467239846390762,0.002900962736331769,-0.00044749383382888304,0.23199675914171022,4.0752000996987736e-05,0.06809387254181884,1.5022328157419738e-05,-0.11352382253848181,0.01010745453274463
